Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
18 Ceuta	Duración media de los viajes	Distribución porcentual	2016T1	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2015T4	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2015T3	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2015T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2015T1	""
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2021T2	4,15
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2021T1	5,46
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2020T4	6,91
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2020T3	7,54
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2020T2	4,27
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2020T1	4,52
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2019T4	4,23
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2019T3	4,28
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2019T2	3,2
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2019T1	3,37
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2018T4	4,72
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2018T3	5,08
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2018T2	3,46
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2018T1	4,08
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2017T4	4,8
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2017T3	5,48
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2017T2	4,2
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2017T1	5,16
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2016T4	4,4
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2016T3	4,67
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2016T2	3,76
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2016T1	4,41
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2015T4	5,25
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2015T3	5,66
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2015T2	3,82
18 Ceuta	Duración media de los viajes	Acumulado en lo que va de año	2015T1	3,91
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2021T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2021T1	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2020T4	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2020T3	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2020T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2020T1	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2019T4	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2019T3	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2019T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2019T1	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2018T4	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2018T3	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2018T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2018T1	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2017T4	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2017T3	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2017T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2017T1	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2016T4	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2016T3	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2016T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2016T1	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2015T4	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2015T3	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2015T2	""
18 Ceuta	Duración media de los viajes	Distribución porcentual del acumulado	2015T1	""
18 Ceuta	Duración media de los viajes	Variación anual	2021T2	..
18 Ceuta	Duración media de los viajes	Variación anual	2021T1	20,68
18 Ceuta	Duración media de los viajes	Variación anual	2020T4	10,4
18 Ceuta	Duración media de los viajes	Variación anual	2020T3	92,51
18 Ceuta	Duración media de los viajes	Variación anual	2020T2	..
18 Ceuta	Duración media de los viajes	Variación anual	2020T1	34,03
18 Ceuta	Duración media de los viajes	Variación anual	2019T4	7,87
18 Ceuta	Duración media de los viajes	Variación anual	2019T3	-15,8
18 Ceuta	Duración media de los viajes	Variación anual	2019T2	4,38
18 Ceuta	Duración media de los viajes	Variación anual	2019T1	-17,35
18 Ceuta	Duración media de los viajes	Variación anual	2018T4	9,7
18 Ceuta	Duración media de los viajes	Variación anual	2018T3	-1,38
18 Ceuta	Duración media de los viajes	Variación anual	2018T2	-9,14
18 Ceuta	Duración media de los viajes	Variación anual	2018T1	-20,9
18 Ceuta	Duración media de los viajes	Variación anual	2017T4	-4,93
18 Ceuta	Duración media de los viajes	Variación anual	2017T3	17,55
18 Ceuta	Duración media de los viajes	Variación anual	2017T2	5,47
